,id,Date,fatalities,CrashCount
162,162,2016-08-05,1,1
163,163,2016-08-12,1,1
164,164,2016-08-16,1,1
165,165,2016-08-23,1,1
166,166,2016-09-05,1,1
167,167,2016-09-10,2,1
168,168,2016-09-11,1,1
169,169,2016-09-12,1,1
170,170,2016-09-13,1,1
171,171,2016-09-07,1,1
172,172,2016-09-07,1,1
173,173,2016-09-15,1,1
174,174,2016-09-15,1,1
175,175,2016-09-17,1,1
176,176,2016-09-19,1,1
177,177,2016-09-20,1,1
178,178,2016-09-21,1,1
179,179,2016-09-26,1,1
180,180,2016-09-28,1,1
181,181,2016-09-01,1,1
182,182,2016-09-05,1,1
183,183,2016-09-11,1,1
184,184,2016-09-15,1,1
185,185,2016-09-23,1,1
186,186,2016-09-22,2,1
187,187,2016-10-05,1,1
188,188,2016-10-06,1,1
189,189,2016-10-07,1,1
190,190,2016-09-02,1,1
191,191,2016-09-19,1,1
192,192,2016-10-02,1,1
193,193,2016-10-03,1,1
194,194,2016-10-20,1,1
195,195,2016-10-22,1,1
196,196,2016-10-23,1,1
197,197,2016-10-23,1,1
198,198,2016-10-19,1,1
199,199,2016-10-16,1,1
200,200,2016-09-27,1,1
201,201,2016-09-17,1,1
202,202,2016-10-11,1,1
203,203,2016-10-05,1,1
204,204,2016-10-26,1,1
205,205,2016-10-29,1,1
206,206,2016-08-25,1,1
207,207,2016-10-13,1,1
208,208,2016-10-21,1,1
209,209,2016-11-01,1,1
210,210,2016-10-24,1,1
211,211,2016-10-25,1,1
212,212,2016-10-27,1,1
213,213,2016-11-03,1,1
214,214,2016-10-25,1,1
215,215,2016-10-26,1,1
216,216,2016-09-18,2,1
217,217,2016-10-20,1,1
218,218,2016-09-29,1,1
219,219,2016-10-19,2,1
220,220,2016-10-08,1,1
221,221,2016-10-28,1,1
222,222,2016-10-29,1,1
223,223,2016-11-11,1,1
224,224,2016-11-20,2,1
225,225,2016-07-24,1,1
226,226,2016-11-19,1,1
227,227,2016-11-26,1,1
228,228,2016-07-25,1,1
229,229,2016-11-12,1,1
230,230,2016-11-25,1,1
231,231,2016-11-26,2,1
232,232,2016-11-27,1,1
233,233,2016-11-29,1,1
234,234,2016-11-30,1,1
235,235,2016-11-10,1,1
236,236,2016-11-18,1,1
237,237,2016-11-06,1,1
238,238,2016-11-17,1,1
239,239,2016-11-18,1,1
240,240,2016-11-19,1,1
241,241,2016-11-19,1,1
242,242,2016-11-26,1,1
243,243,2016-12-13,1,1
244,244,2016-12-17,1,1
245,245,2016-11-11,1,1
246,246,2016-11-18,1,1
247,247,2016-11-20,1,1
248,248,2016-12-06,1,1
249,249,2016-12-25,1,1
250,250,2016-12-18,1,1
251,251,2016-12-17,1,1
252,252,2016-12-17,1,1
253,253,2016-11-07,1,1
254,254,2016-12-25,1,1
255,255,2016-11-17,1,1
256,256,2016-12-21,1,1
257,257,2016-12-25,1,1
258,258,2016-12-31,1,1
259,259,2017-01-02,1,1
260,260,2017-01-03,2,1
261,261,2017-01-07,1,1
262,262,2017-01-09,1,1
263,263,2017-01-09,1,1
264,264,2017-01-11,1,1
265,265,2017-01-12,1,1
266,266,2017-01-19,1,1
267,267,2017-01-13,1,1
268,268,2017-01-19,1,1
269,269,2017-01-22,1,1
270,270,2017-01-24,1,1
271,271,2017-01-31,1,1
272,272,2017-02-09,1,1
273,273,2017-02-10,1,1
274,274,2017-01-09,1,1
275,275,2017-01-29,1,1
276,276,2017-02-03,1,1
277,277,2017-02-14,4,1
278,278,2017-02-22,3,1
279,279,2017-02-22,1,1
280,280,2017-02-23,2,1
281,281,2017-02-23,1,1
282,282,2017-02-27,1,1
283,283,2017-01-21,1,1
284,284,2017-02-10,1,1
285,285,2017-02-14,1,1
286,286,2017-02-16,2,1
287,287,2017-02-23,1,1
288,288,2017-02-27,1,1
289,289,2017-03-05,1,1
290,290,2017-03-09,1,1
291,291,2017-03-04,1,1
292,292,2017-03-06,1,1
293,293,2017-03-17,1,1
294,294,2017-02-07,1,1
295,295,2017-03-23,1,1
296,296,2017-03-27,1,1
297,297,2017-03-30,1,1
298,298,2017-03-31,1,1
299,299,2017-04-01,1,1
300,300,2017-04-03,1,1
301,301,2017-03-16,1,1
302,302,2017-03-27,1,1
303,303,2017-03-09,1,1
304,304,2017-03-12,1,1
305,305,2017-04-06,1,1
306,306,2017-03-30,1,1
307,307,2017-04-03,1,1
308,308,2017-04-05,2,1
309,309,2017-04-08,1,1
310,310,2017-04-10,1,1
311,311,2017-04-12,1,1
312,312,2017-04-18,1,1
313,313,2017-04-22,1,1
314,314,2017-04-26,1,1
315,315,2017-04-17,1,1
316,316,2017-04-22,1,1
317,317,2017-04-29,3,1
318,318,2017-04-30,1,1
319,319,2017-05-02,1,1
320,320,2017-05-06,1,1
321,321,2017-05-11,1,1
322,322,2017-05-15,1,1
323,323,2017-05-16,1,1
324,324,2017-04-18,1,1
325,325,2017-05-04,1,1
326,326,2017-05-05,1,1
327,327,2017-05-06,1,1
328,328,2017-03-05,2,1
329,329,2017-03-28,1,1
330,330,2017-05-22,1,1
331,331,2017-05-26,1,1
332,332,2017-05-06,1,1
333,333,2017-05-06,1,1
334,334,2017-05-17,1,1
335,335,2017-05-26,1,1
336,336,2017-05-09,1,1
337,337,2017-05-19,1,1
338,338,2017-05-22,1,1
339,339,2017-05-27,1,1
340,340,2017-05-27,1,1
341,341,2017-05-28,1,1
342,342,2017-06-01,1,1
343,343,2017-06-03,1,1
344,344,2017-06-03,1,1
345,345,2017-06-07,1,1
346,346,2017-06-09,1,1
347,347,2017-06-10,1,1
348,348,2017-06-17,1,1
349,349,2017-06-12,1,1
350,350,2017-06-13,1,1
351,351,2017-06-19,3,1
352,352,2017-06-19,1,1
353,353,2017-06-20,1,1
354,354,2017-06-23,1,1
355,355,2017-06-24,1,1
356,356,2017-06-27,1,1
357,357,2017-07-03,1,1
358,358,2017-06-01,1,1
359,359,2017-06-14,1,1
360,360,2017-06-29,1,1
361,361,2017-06-29,1,1
362,362,2017-07-04,1,1
363,363,2017-07-05,1,1
364,364,2017-07-05,1,1
365,365,2017-07-06,1,1
366,366,2017-07-14,1,1
367,367,2017-07-01,1,1
368,368,2017-07-07,1,1
369,369,2017-07-14,1,1
370,370,2017-07-16,1,1
371,371,2017-07-19,1,1
372,372,2017-06-23,1,1
373,373,2017-06-12,1,1
374,374,2017-07-06,1,1
375,375,2017-06-27,1,1
376,376,2017-07-14,1,1
377,377,2017-07-17,1,1
378,378,2017-07-20,1,1
379,379,2017-07-23,2,1
380,380,2017-07-24,1,1
381,381,2017-07-25,1,1
382,382,2017-07-26,1,1
383,383,2017-07-28,2,1
384,384,2017-07-28,1,1
385,385,2017-07-29,1,1
386,386,2017-08-04,1,1
387,387,2017-08-07,1,1
388,388,2017-08-10,1,1
389,389,2017-07-29,1,1
390,390,2017-05-23,3,1
391,391,2017-08-19,1,1
392,392,2017-07-18,1,1
393,393,2017-06-15,1,1
394,394,2017-08-30,1,1
395,395,2017-08-21,1,1
396,396,2017-07-06,1,1
397,397,2017-08-08,1,1
398,398,2017-08-20,1,1
399,399,2017-08-07,2,1
400,400,2017-08-20,1,1
401,401,2017-09-02,1,1
402,402,2017-09-02,1,1
403,403,2017-08-17,1,1
404,404,2017-08-26,1,1
405,405,2017-09-01,1,1
406,406,2017-08-09,1,1
407,407,2017-08-28,1,1
408,408,2017-09-09,2,1
409,409,2017-08-10,1,1
410,410,2017-08-28,1,1
411,411,2017-08-16,1,1
412,412,2017-08-23,1,1
413,413,2017-09-14,1,1
414,414,2017-09-04,1,1
415,415,2017-08-31,1,1
416,416,2017-08-30,1,1
417,417,2017-09-20,2,1
418,418,2017-09-02,1,1
419,419,2017-09-05,1,1
420,420,2017-09-09,1,1
421,421,2017-09-16,1,1
422,422,2017-09-24,1,1
423,423,2017-09-11,1,1
424,424,2017-09-06,1,1
425,425,2017-09-27,1,1
426,426,2017-09-29,1,1
427,427,2017-09-13,1,1
428,428,2017-09-27,1,1
429,429,2017-09-17,1,1
430,430,2017-09-12,1,1
431,431,2017-08-08,1,1
432,432,2017-08-13,1,1
433,433,2017-09-26,1,1
434,434,2017-09-15,1,1
435,435,2017-10-09,1,1
436,436,2017-10-02,1,1
437,437,2017-09-02,1,1
438,438,2017-10-12,1,1
439,439,2017-10-16,1,1
440,440,2017-10-05,1,1
441,441,2017-10-14,1,1
442,442,2017-08-05,1,1
443,443,2017-08-11,1,1
444,444,2017-10-12,1,1
445,445,2017-09-16,1,1
446,446,2017-08-09,1,1
447,447,2017-10-15,1,1
448,448,2017-10-23,1,1
449,449,2017-10-30,1,1
450,450,2017-11-06,1,1
451,451,2017-11-02,1,1
452,452,2017-10-11,1,1
453,453,2017-11-04,1,1
454,454,2017-11-13,1,1
455,455,2017-11-08,1,1
456,456,2017-10-13,1,1
457,457,2017-09-06,1,1
458,458,2017-10-12,1,1
459,459,2017-11-01,1,1
460,460,2017-09-10,1,1
461,461,2017-11-02,1,1
462,462,2017-08-12,1,1
463,463,2017-11-21,1,1
464,464,2017-11-21,1,1
465,465,2017-11-18,1,1
466,466,2017-09-20,1,1
467,467,2017-10-16,1,1
468,468,2017-10-21,1,1
469,469,2017-11-07,1,1
470,470,2017-10-19,1,1
471,471,2017-11-18,1,1
472,472,2017-11-24,1,1
473,473,2017-11-25,5,1
474,474,2017-12-02,1,1
475,475,2017-11-17,1,1
476,476,2017-11-18,1,1
477,477,2017-10-25,1,1
478,478,2017-11-23,1,1
479,479,2017-12-04,1,1
480,480,2017-12-10,1,1
481,481,2017-11-26,1,1
482,482,2017-12-01,1,1
483,483,2017-12-15,1,1
484,484,2017-11-30,1,1
485,485,2017-11-15,1,1
486,486,2017-12-01,1,1
487,487,2017-11-22,1,1
488,488,2017-12-29,1,1
489,489,2017-12-15,1,1
490,490,2017-12-18,1,1
491,491,2017-12-14,1,1
492,492,2017-12-07,1,1
493,493,2017-10-29,1,1
494,494,2017-12-07,1,1
495,495,2017-11-24,1,1
496,496,2017-12-22,1,1
497,497,2017-12-20,1,1
498,498,2017-11-25,2,1
499,499,2017-11-17,1,1
500,500,2018-01-01,1,1
501,501,2017-12-26,1,1
502,502,2017-12-23,1,1
503,503,2017-11-22,1,1
504,504,2017-12-31,1,1
505,505,2017-12-16,1,1
506,506,2018-01-08,1,1
507,507,2018-01-09,1,1
508,508,2018-01-02,1,1
509,509,2018-01-11,1,1
510,510,2018-01-11,1,1
511,511,2018-01-22,1,1
512,512,2018-01-17,1,1
513,513,2018-01-15,1,1
514,514,2018-01-21,1,1
515,515,2018-01-18,1,1
516,516,2018-01-29,1,1
517,517,2018-01-31,1,1
518,518,2018-02-14,1,1
519,519,2018-02-18,1,1
520,520,2018-02-18,1,1
521,521,2018-02-11,1,1
522,522,2018-02-12,1,1
523,523,2018-02-26,1,1
524,524,2018-03-03,1,1
525,525,2018-03-07,1,1
526,526,2018-03-07,2,1
527,527,2018-03-10,1,1
528,528,2018-03-03,1,1
529,529,2018-03-15,1,1
530,530,2018-03-13,1,1
531,531,2018-02-21,1,1
532,532,2018-03-16,1,1
533,533,2018-03-20,1,1
534,534,2018-03-04,1,1
535,535,2018-02-04,1,1
536,536,2018-03-15,1,1
537,537,2018-03-16,1,1
538,538,2018-01-31,1,1
539,539,2018-03-30,1,1
540,540,2018-03-21,1,1
541,541,2018-03-17,1,1
542,542,2018-03-27,1,1
543,543,2018-02-18,1,1
544,544,2018-02-07,1,1
545,545,2018-04-10,1,1
546,546,2018-03-24,1,1
547,547,2018-04-06,1,1
548,548,2018-04-05,1,1
549,549,2018-04-21,1,1
550,550,2018-03-28,2,1
551,551,2018-04-22,1,1
552,552,2018-04-29,1,1
553,553,2018-02-23,1,1
554,554,2018-01-16,1,1
555,555,2018-04-24,1,1
556,556,2018-01-20,1,1
557,557,2018-04-22,1,1
558,558,2018-03-25,1,1
559,559,2018-04-28,1,1
560,560,2018-03-16,1,1
561,561,2018-05-02,1,1
562,562,2018-04-27,1,1
563,563,2018-05-13,1,1
564,564,2018-05-15,1,1
565,565,2018-05-10,1,1
566,566,2018-04-13,1,1
567,567,2018-04-24,1,1
568,568,2018-03-26,1,1
569,569,2018-05-09,1,1
570,570,2018-05-14,1,1
571,571,2018-05-28,1,1
572,572,2018-05-13,1,1
573,573,2018-05-21,1,1
574,574,2018-05-27,1,1
575,575,2018-05-17,1,1
576,576,2018-06-04,1,1
577,577,2018-05-25,1,1
578,578,2018-05-25,1,1
579,579,2018-05-25,1,1
580,580,2018-06-04,1,1
581,581,2018-06-01,1,1
582,582,2018-05-22,1,1
583,583,2018-04-18,1,1
584,584,2018-05-19,1,1
585,585,2018-05-08,1,1
586,586,2018-02-28,1,1
587,587,2018-06-02,2,1
588,588,2018-06-07,1,1
589,589,2018-06-05,1,1
590,590,2018-06-13,1,1
591,591,2018-06-08,1,1
592,592,2018-06-14,1,1
593,593,2018-06-08,1,1
594,594,2018-06-13,1,1
595,595,2018-06-09,1,1
596,596,2018-06-12,1,1
597,597,2018-05-25,1,1
598,598,2018-06-27,1,1
599,599,2018-06-16,1,1
600,600,2018-06-20,3,1
601,601,2018-04-15,1,1
602,602,2018-07-01,1,1
603,603,2018-06-24,1,1
604,604,2018-06-18,1,1
605,605,2018-07-10,1,1
606,606,2018-07-04,1,1
607,607,2018-05-19,1,1
608,608,2018-06-07,1,1
609,609,2018-05-17,1,1
610,610,2018-07-16,1,1
611,611,2018-06-21,1,1
612,612,2018-06-27,1,1
613,613,2018-06-01,1,1
614,614,2018-02-28,2,1
615,615,2018-07-23,1,1
616,616,2018-07-22,1,1
617,617,2018-07-24,1,1
618,618,2018-07-19,3,1
619,619,2018-07-29,1,1
620,620,2018-07-17,1,1
621,621,2018-07-15,1,1
622,622,2018-07-31,1,1
623,623,2018-07-28,1,1
624,624,2018-07-10,1,1
625,625,2018-06-29,2,1
626,626,2018-07-20,2,1
627,627,2018-04-11,1,1
628,628,2018-07-22,1,1
629,629,2018-08-09,1,1
630,630,2018-08-11,1,1
631,631,2018-07-27,1,1
632,632,2018-08-02,1,1
633,633,2018-08-02,2,1
634,634,2018-07-13,1,1
635,635,2018-08-16,1,1
636,636,2018-08-12,1,1
637,637,2018-08-01,1,1
638,638,2018-07-29,1,1
639,639,2018-07-26,1,1
640,640,2018-07-22,1,1
641,641,2018-08-11,2,1
642,642,2018-08-17,1,1
643,643,2018-08-19,1,1
644,644,2018-08-20,1,1
645,645,2018-08-05,2,1
646,646,2018-08-08,1,1
647,647,2018-08-09,1,1
648,648,2018-08-18,1,1
649,649,2018-08-30,1,1
650,650,2018-08-26,1,1
651,651,2018-08-19,1,1
652,652,2018-08-12,1,1
653,653,2018-09-08,1,1
654,654,2018-08-26,1,1
655,655,2018-09-05,1,1
656,656,2018-05-25,1,1
657,657,2018-09-08,1,1
658,658,2018-04-24,1,1
659,659,2018-08-16,1,1
660,660,2018-08-26,1,1
661,661,2018-08-13,1,1
662,662,2018-07-05,1,1
663,663,2018-08-21,1,1
664,664,2018-09-15,1,1
665,665,2018-07-18,1,1
666,666,2018-09-02,1,1
667,667,2018-09-12,1,1
668,668,2018-09-17,1,1
669,669,2018-08-05,1,1
670,670,2018-09-25,1,1
671,671,2018-09-16,1,1
672,672,2018-09-11,1,1
673,673,2018-09-28,1,1
674,674,2018-10-08,1,1
675,675,2018-10-04,1,1
676,676,2018-09-29,1,1
677,677,2018-08-17,1,1
678,678,2018-09-27,1,1
679,679,2018-10-09,1,1
680,680,2018-10-15,1,1
681,681,2018-07-24,1,1
682,682,2018-08-02,1,1
683,683,2018-09-29,1,1
684,684,2018-09-28,1,1
685,685,2018-09-05,1,1
686,686,2018-10-05,1,1
687,687,2018-10-15,1,1
688,688,2018-10-15,1,1
689,689,2018-10-14,1,1
690,690,2018-09-06,1,1
691,691,2018-09-08,1,1
692,692,2018-10-04,1,1
693,693,2018-09-30,3,1
694,694,2018-07-21,1,1
695,695,2018-10-19,1,1
696,696,2018-10-23,2,1
697,697,2018-09-30,1,1
698,698,2018-10-19,6,1
699,699,2018-08-31,1,1
700,700,2018-10-10,1,1
701,701,2018-11-04,1,1
702,702,2018-10-20,1,1
703,703,2018-09-16,1,1
704,704,2018-09-26,1,1
705,705,2018-11-01,1,1
706,706,2018-11-22,1,1
707,707,2018-07-28,1,1
708,708,2018-11-20,1,1
709,709,2018-09-25,1,1
710,710,2018-11-17,1,1
711,711,2018-11-22,1,1
712,712,2018-10-02,1,1
713,713,2018-08-18,1,1
714,714,2018-11-28,1,1
715,715,2018-09-25,1,1
716,716,2018-10-14,1,1
717,717,2018-11-07,1,1
718,718,2018-12-01,1,1
719,719,2018-09-29,1,1
720,720,2018-12-17,1,1
721,721,2018-09-23,1,1
722,722,2018-12-18,1,1
723,723,2018-12-19,1,1
724,724,2018-12-15,1,1
725,725,2018-10-28,1,1
726,726,2018-12-02,1,1
727,727,2018-07-07,1,1
728,728,2018-08-31,3,1
729,729,2018-08-10,1,1
730,730,2018-11-11,1,1
731,731,2018-12-01,1,1
732,732,2018-10-29,1,1
733,733,2018-07-25,1,1
734,734,2018-08-31,1,1
735,735,2018-12-07,1,1
736,736,2018-12-09,1,1
737,737,2018-10-27,1,1
738,738,2018-12-31,1,1
739,739,2018-12-26,1,1
740,740,2018-12-23,1,1
741,741,2018-11-26,1,1
742,742,2018-12-21,1,1
743,743,2019-01-11,2,1
744,744,2019-01-09,1,1
745,745,2019-01-15,1,1
746,746,2019-01-04,1,1
747,747,2019-01-24,1,1
748,748,2019-01-17,1,1
749,749,2019-01-30,1,1
750,750,2019-01-08,1,1
751,751,2019-01-17,1,1
752,752,2019-02-11,1,1
753,753,2019-01-23,1,1
754,754,2019-02-05,1,1
755,755,2019-02-12,1,1
756,756,2019-02-07,1,1
757,757,2019-01-31,1,1
758,758,2019-02-08,1,1
759,759,2019-02-26,1,1
760,760,2019-02-06,1,1
761,761,2019-03-01,2,1
762,762,2019-01-16,1,1
763,763,2019-02-26,1,1
764,764,2019-03-14,1,1
765,765,2019-03-02,1,1
766,766,2019-03-15,1,1
767,767,2019-03-07,1,1
768,768,2019-03-27,1,1
769,769,2019-03-11,1,1
770,770,2019-03-06,2,1
771,771,2019-03-23,1,1
772,772,2019-04-09,1,1
773,773,2019-03-29,1,1
774,774,2019-03-19,1,1
775,775,2019-04-06,1,1
776,776,2019-03-31,1,1
777,777,2019-04-17,1,1
778,778,2019-04-18,1,1
779,779,2019-04-13,1,1
780,780,2019-04-13,1,1
781,781,2019-03-26,1,1
782,782,2019-04-14,1,1
783,783,2019-04-30,1,1
784,784,2019-04-17,2,1
785,785,2019-04-25,1,1
786,786,2019-03-31,1,1
787,787,2019-05-04,1,1
788,788,2019-05-04,1,1
789,789,2019-05-14,1,1
790,790,2019-05-01,1,1
791,791,2019-04-08,1,1
792,792,2019-05-17,1,1
793,793,2019-05-19,1,1
794,794,2019-05-04,1,1
795,795,2019-05-23,1,1
796,796,2019-04-20,1,1
797,797,2019-03-27,2,1
798,798,2019-04-20,1,1
799,799,2019-02-12,1,1
800,800,2019-04-19,1,1
801,801,2019-05-21,1,1
802,802,2019-05-04,3,1
803,803,2019-03-17,1,1
804,804,2019-05-21,1,1
805,805,2019-06-02,1,1
806,806,2019-05-05,1,1
807,807,2019-05-20,1,1
808,808,2019-05-02,1,1
809,809,2019-05-15,1,1
810,810,2019-05-21,1,1
811,811,2019-06-16,1,1
812,812,2019-04-05,1,1
813,813,2019-06-16,1,1
814,814,2019-06-01,1,1
815,815,2019-06-19,1,1
816,816,2019-06-24,1,1
817,817,2019-06-22,1,1
818,818,2019-06-13,1,1
819,819,2019-07-06,1,1
820,820,2019-07-03,1,1
821,821,2019-07-03,1,1
822,822,2019-06-14,1,1
823,823,2019-07-01,1,1
824,824,2019-07-10,1,1
825,825,2019-05-25,1,1
826,826,2019-07-20,2,1
827,827,2019-07-09,1,1
828,828,2019-07-22,1,1
829,829,2019-07-26,1,1
830,830,2019-07-25,1,1
831,831,2019-07-19,1,1
832,832,2019-07-13,1,1
833,833,2019-05-29,1,1
834,834,2019-08-03,3,1
835,835,2019-07-05,1,1
836,836,2019-08-02,1,1
837,837,2019-08-02,1,1
838,838,2019-08-20,1,1
839,839,2019-08-22,1,1
840,840,2019-08-17,1,1
841,841,2019-07-15,1,1
842,842,2019-02-07,1,1
843,843,2019-08-25,1,1
844,844,2019-08-23,2,1
845,845,2019-08-29,1,1
846,846,2019-09-05,1,1
847,847,2019-08-29,1,1
848,848,2019-08-27,1,1
849,849,2019-08-04,1,1
850,850,2019-08-10,1,1
851,851,2019-08-31,1,1
852,852,2019-08-08,1,1
853,853,2019-07-27,2,1
854,854,2019-09-18,1,1
855,855,2019-09-17,1,1
856,856,2019-09-13,1,1
857,857,2019-09-19,1,1
858,858,2019-09-23,1,1
859,859,2019-09-07,1,1
860,860,2019-08-25,1,1
861,861,2019-09-23,1,1
862,862,2019-09-28,1,1
863,863,2019-09-21,1,1
864,864,2019-09-30,1,1
865,865,2019-02-07,1,1
866,866,2019-09-20,4,1
867,867,2019-03-10,1,1
868,868,2019-09-29,1,1
869,869,2019-09-24,1,1
870,870,2019-09-20,1,1
871,871,2019-09-16,1,1
872,872,2019-07-10,1,1
873,873,2019-09-03,1,1
874,874,2019-10-12,1,1
875,875,2019-10-11,1,1
876,876,2019-09-27,1,1
877,877,2019-10-08,1,1
878,878,2019-05-20,1,1
879,879,2019-05-10,1,1
880,880,2019-09-15,1,1
881,881,2019-10-27,2,1
882,882,2019-08-24,1,1
883,883,2019-08-24,1,1
884,884,2019-11-01,1,1
885,885,2019-09-05,1,1
886,886,2019-01-11,1,1
887,887,2019-10-21,1,1
888,888,2019-09-25,1,1
889,889,2019-10-24,1,1
890,890,2019-10-28,1,1
891,891,2019-09-30,1,1
892,892,2019-11-16,1,1
893,893,2019-04-24,1,1
894,894,2019-11-23,3,1
895,895,2019-10-20,1,1
896,896,2019-11-02,1,1
897,897,2019-10-17,1,1
898,898,2019-11-07,1,1
899,899,2019-11-13,1,1
900,900,2019-11-16,1,1
901,901,2019-11-06,1,1
902,902,2019-10-30,1,1
903,903,2019-11-15,1,1
904,904,2019-11-28,1,1
905,905,2019-06-22,1,1
906,906,2019-07-23,1,1
907,907,2019-01-22,1,1
908,908,2019-10-19,2,1
909,909,2019-05-05,1,1
910,910,2019-07-21,1,1
911,911,2019-05-16,1,1
912,912,2019-12-02,3,1
913,913,2019-12-11,1,1
914,914,2019-11-19,1,1
915,915,2019-11-23,1,1
916,916,2019-07-22,1,1
917,917,2019-10-07,1,1
918,918,2019-03-26,1,1
919,919,2019-10-13,1,1
920,920,2019-11-21,1,1
921,921,2019-03-09,1,1
922,922,2019-12-10,1,1
923,923,2019-12-16,1,1
924,924,2019-12-19,1,1
925,925,2019-11-10,1,1
926,926,2019-12-21,1,1
927,927,2019-12-28,1,1
928,928,2019-11-25,1,1
929,929,2019-11-09,1,1
930,930,2019-11-15,1,1
